player_id,stat_type,name,percent_owned,status,ownership,FGM/A,FTM/A,GP,MIN,FGA,FGM,FG%,FTA,FTM,FT%,3PTA,3PTM,3PT%,PTS,OFFREB,DEFREB,REB,AST,ST,BLK,TO,PF,IMPACT_FG,IMPACT_FT
5196,lastweek,Andre Roberson,0,,0,0/0,0/0,2,22,3,0,0.0,0,0,0.0,3,0,0.0,0,1,1,2,1,0,0,1,3,-0.0,-0.0
5214,lastweek,Mike Muscala,2,,0,7/16,0/0,2,37,16,7,0.438,0,0,0.0,10,4,0.4,18,2,8,10,1,0,1,2,3,0.825872983870966,-0.0
5217,lastweek,Raul Neto,2,,0,9/20,2/2,3,75,20,9,0.45,2,2,1.0,6,2,0.333,22,0,3,3,8,4,0,5,7,1.169836693548385,1.1857459677419353
5220,lastweek,James Ennis III,1,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5249,lastweek,Matthew Dellavedova,0,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5262,lastweek,JaMychal Green,4,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5270,lastweek,Rodney McGruder,0,,0,13/24,2/3,3,48,24,13,0.542,3,2,0.667,9,5,0.556,33,1,2,3,6,4,0,1,3,2.885764112903223,0.5197459677419353
5293,lastweek,Jabari Parker,0,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5316,lastweek,Danté Exum,0,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5321,lastweek,Elfrid Payton,35,,0,7/14,5/6,1,35,14,7,0.5,6,5,0.833,2,1,0.5,20,1,5,6,4,4,1,3,0,1.2598729838709661,2.129364919354838
5322,lastweek,Doug McDermott,12,,0,17/31,1/1,3,75,31,17,0.548,1,1,1.0,14,6,0.429,41,1,9,10,3,3,0,2,7,3.875691532258061,0.5928729838709677
5323,lastweek,Dario Saric,14,,0,18/33,5/6,3,60,33,18,0.545,6,5,0.833,13,6,0.462,47,2,9,11,6,1,1,4,7,4.049673387096771,2.129364919354838
5330,lastweek,Gary Harris,5,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5334,lastweek,Rodney Hood,1,,0,7/17,0/0,3,67,17,7,0.412,0,0,0.0,9,3,0.333,17,2,5,7,1,0,0,3,3,0.6438729838709658,-0.0
5349,lastweek,Spencer Dinwiddie,7,INJ,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
5356,lastweek,Dwight Powell,2,,0,3/4,2/2,2,17,4,3,0.75,2,2,1.0,0,0,0.0,8,2,3,5,0,0,0,1,4,1.2899455645161284,1.1857459677419353
5362,lastweek,Thanasis Antetokounmpo,0,,0,2/3,0/0,3,17,3,2,0.667,0,0,0.0,1,0,0.0,4,2,1,3,1,1,1,0,1,0.6939637096774189,-0.0
5376,lastweek,Tyler Johnson,0,,0,2/8,3/3,2,40,8,2,0.25,3,3,1.0,6,2,0.333,9,2,6,8,2,0,0,1,3,-0.14003629032258114,1.778618951612903
5388,lastweek,Langston Galloway,0,,0,0/0,0/0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.0,-0.0
